type,text
ham,“১৫ হতে ২১ জুন ২০২২ সারাদেশে জনশুমারি ও গৃহগণনা অনুষ্ঠিত হচ্ছে। শুমারি কর্মীকে সঠিক তথ্য দিয়ে সহযোগিতা করুন।’’-বাংলাদেশ পরিসংখ্যান ব্যুরো।
ham,“১৫ হতে ২১ জুন ২০২২ সারাদেশে জনশুমারি ও গৃহগণনা অনুষ্ঠিত হচ্ছে। শুমারি কর্মীকে সঠিক তথ্য দিয়ে সহযোগিতা করুন।”-বাংলাদেশ পরিসংখ্যান ব্যুরো।
ham,"১৪ই জুন, ২০২১ বাংলাদেশ স্থলবন্দর কর্তৃপক্ষের ২০তম প্রতিষ্ঠাবার্ষিকী ও ১৪-২০ জুন স্থল বন্দর সেবা সপ্তাহ উদযাপন। এবারের প্রতিপাদ্য “মুজিববর্ষের অঙ্গীকার, স্থলপথে বাণিজ্যের প্রসার”।"
ham,"১৪ই জুন, ২০২১ বাংলাদেশ স্থলবন্দর কর্তৃপক্ষের ২০তম প্রতিষ্ঠাবার্ষিকী ও ১৪-২০ জুন স্থল বন্দর সেবা সপ্তাহ উদযাপন। এবারের প্রতিপাদ্য “মুজিববর্ষের অঙ্গীকার, স্থলপথে বাণিজ্যের প্রসার”।"
ham,"“শিশুশ্রম বন্ধ করি,"
ham,"“শিশুর শিক্ষা ও সুরক্ষা নিশ্চিত করি,"
ham,আজ ১২ জুন বিশ্ব শিশুশ্রম নিরসন দিবস
ham,আগামী ১৫ হতে ২১ জুন ২০২২ সারাদেশে জনশুমারি ও গৃহগণনা অনুষ্ঠিত হবে। শুমারি কর্মীকে সঠিক তথ্য দিয়ে সহযোগিতা করুন।’’-বাংলাদেশ পরিসংখ্যান ব্যুরো।
ham,লাইসেন্সবিহীন কুরিয়ার ব্যবসা পরিচালনা করা অবৈধ। লাইসেন্সবিহীন কুরিয়ার প্রতিষ্ঠানকে পরিহার করুন। সরকারের রাজস্ব আদায়ে সহযোগিতা করুন।
ham,"“আসুন কোরবানির পশুর চামড়ায় নিজ উদ্যোগে পরিমানমত লবন লাগিয়ে সাময়িকভাবে সংরক্ষণ করি, দেশের চামড়া শিল্পকে রক্ষা করি-জনস্বার্থে শিল্প মন্ত্রণালয়”।"
ham,“প্রতিটি পশুর চামড়া যথাযথ সংরক্ষণ করি শিল্প সমৃদ্ধ বাংলাদেশ গড়ি’’- বাংলাদেশ ট্রেড এন্ড ট্যারিফ কমিশন
ham,"“চামড়ায় লবন দিয়ে জাতীয় সম্পদ রক্ষা করার মূল দায়িত্ব কোরবানিদাতার’’-EC4J প্রকল্প, বাণিজ্য মন্ত্রণালয়।"
ham,ইউনেস্কো-বাংলাদেশ বঙ্গবন্ধু শেখ মুজিবুর রহমান ইন্টারন্যাশনাল প্রাইজ ফর ক্রিয়েটিভ ইকোনমি ২০২১ এর মনোনয়ন আহবান করা যাচ্ছে। বিস্তারিত জানতে ভিজিট করুন www.bncu.gov.bd অথবা https://tinyurl.com/5yjj4s86
ham,"কোরবানির পশুর বর্জ্য নির্ধারিত স্থানে ফেলুন। আপনার শহরকে পরিচ্ছন্ন রাখুন। মেয়র, ঢাকা দক্ষিণ সিটি কর্পোরেশন"
ham,৮৫ বাংলাদেশ বিমান বাহিনী একাডেমী কোর্সের আবেদনকৃত প্রার্থীদের প্রাথমিক নির্বাচনী পরীক্ষা চলছে। ভিজিট করুনঃ www.joinbangladeshairforce.mil.bd
ham,২০২১-২২ অর্থবছরের সঞ্চয়পত্রের উৎসে কর প্রত্যয়নপত্র জুলাই মাসের ১ম সপ্তাহে ব্যাপকভাবে বিতরণের উদ্যোগ গ্রহণ করা হচ্ছে। এ বিষয়ে সংশ্লিষ্ট সঞ্চয় অফিসে যোগাযোগের জন্য অনুরোধ করা হলো। জাতীয় সঞ্চয় অধিদপ্তর।
ham,৮৯তম বিএমএ দীর্ঘমেয়াদী কোর্সের লিখিত পরীক্ষার ফলাফল প্রকাশ করা হয়েছে। বিস্তারিত জানতে ভিজিট করুন ওয়েবসাইট: https: joinbangladesharmy.army.mil.bd -বাংলাদেশ সেনাবাহিনী।
ham,"সবার আগে সুশাসন, জনসেবায় উদ্ভাবন"
ham,আন্তর্জাতিক মাদকবিরোধী দিবসের আহবান
ham,‘‘বস্ত্র অধিদপ্তরাধীন সরকারি টেক্সটাইল ইঞ্জিনিয়ারিং কলেজে বি.এসসি ইন টেক্সটাইল ইঞ্জিনিয়ারিং প্রোগ্রামে অনলাইনে ভর্তির আবেদন গ্রহণ চলছে’’ বিস্তারিত www.dot.gov.bd
ham,বাংলাদেশ সেনাবাহিনীর মেডিকেল এবং ডেন্টাল কোরে যোগদানের নিয়োগ বিজ্ঞপ্তি প্রকাশ করা হয়েছে। বিস্তারিত জানতে ভিজিট করুন ওয়েবসাইটঃ https://joinbangladesharmy.army.mil.bd। বাংলাদেশ সেনাবাহিনী।
ham,ইভিএম হ্যাক করা বা অনুমোদিত ব্যক্তি ব্যতীত ভোটদান এবং ভোটগ্রহন করা সম্ভব নয়- ইসি
ham,আগামী ২৭/০৭/২০২১ সকাল ১০:৩০টায় ওসমানি স্মৃতি মিলনায়তনে জনপ্রশাসন পদক প্রদান করা হবে। মাননীয় প্রধানমন্ত্রী প্রধান অতিথি হিসেবে ভার্চুয়ালি সংযুক্ত থাকবেন। বিটিভি ও বাংলাদেশ বেতার অনুষ্ঠানটি সরাসরি সম্প্রচার করবে।
ham,শেখ হাসিনা সরকারের সাফল্যঃ
ham,"“নিরাপদ মাছে ভরবো দেশ, গড়বো স্মার্ট বাংলাদেশ’’; ২৪ জুলাই-৩০ জুলাই, জাতীয় মৎস্য সপ্তাহ ২০২৩;"
ham,"“নিরাপদ মাছে ভরবো দেশ, বঙ্গবন্ধুর বাংলাদেশ’’; ২৩ জুলাই-২৯ জুলাই, জাতীয় মৎস্য সপ্তাহ ২০২২; মৎস্য অধিদপ্তর, মৎস্য ও প্রাণিসম্পদ মন্ত্রণালয়"
ham,"“নিরাপদ মাছে ভরবো দেশ, বঙ্গবন্ধুর বাংলাদেশ”; ২৩ জুলাই-২৯ জুলাই, জাতীয় মৎস্য সপ্তাহ ২০২২; মৎস্য অধিদপ্তর, মৎস্য ও প্রাণিসম্পদ মন্ত্রণালয়"
ham,আগামী ২৩ জুলাই ২০২২ তারিখ রোজ শনিবার সকাল ১১ঃ০০ টায় মাননীয় প্রধানমন্ত্রী বঙ্গবন্ধু জনপ্রশাসন পদক ২০২২ প্রদান করবেন। অনুষ্ঠানটি বিটিভি ও বাংলাদেশ রেডিওতে সরাসরি সম্প্রচার করা হবে।
ham,"কোরবানির পশুর বর্জ্য নির্দিষ্ট স্থানে ফেলুন। আপনার শহরকে পরিচ্ছন্ন রাখুন। মেয়র, ঢাকা দক্ষিন সিটি কর্পোরেশন।"
ham,"“মূল্যবান সম্পদ কোরবানির চামড়া, লবন দিয়ে সংরক্ষণ করবো আমরা”। সবাইকে ঈদের শুভেচ্ছা -বাণিজ্য মন্ত্রণালয়।"
ham,"করোনাকালীন সময়ে যথাযথ স্বাস্থ্যবিধি মেনে কুরবানি করুন এবং কুরবানিকৃত পশুর বর্জ্য নির্ধারিত স্থানে ফেলে পরিবেশ সুরক্ষায় ধর্মীয় ও নৈতিক দায়িত্ব পালন করুন - পরিবেশ, বন ও জলবায়ু পরিবর্তন মন্ত্রণালয়।"
ham,"করোনাকালীন সময়ে যথাযথ স্বাস্থ্যবিধি মেনে কুরবানি করুন এবং কুরবানিকৃত পশুর বর্জ্য নির্ধারিত স্থানে ফেলে পরিবেশ সুরক্ষায় ধর্মীয় ও নৈতিক দায়িত্ব পালন করুন - পরিবেশ, বন ও জলবায়ু পরিবর্তন মন্ত্রণালয়।"
ham,"কোরবানির পশু জবাই, মাংস প্রস্তুত, রান্না ও সংরক্ষণে খাদ্য নিরাপদতা নিশ্চিত করুন। পশুর বর্জ্য নির্দিষ্ট স্থানে ফেলুন । বাংলাদেশ নিরাপদ খাদ্য কর্তৃপক্ষ, খাদ্য মন্ত্রণালয়।"
ham,"১৫ জুলাই বিশ্ব যুব দক্ষতা দিবস “পরিবর্তনশীল আগামীর জন্য দক্ষতা”-এনএসডিএ, প্রধানমন্ত্রীর কার্যালয়।"
ham,“ট্রান্সফর্মিং ইয়োথ স্কিলস ফর দ্য ফিউচার” এই প্রতিপাদ্যে এনএসডিএ কর্তৃক আজ বিশ্ব যুব দক্ষতা দিবস-২০২২ পালন করা হচ্ছে।
ham,১৫ই জুলাই ২০২১ পার্বত্য চট্টগ্রাম বিষয়ক মন্ত্রণালয়ের ২৩তম প্রতিষ্ঠাবার্ষিকীতে শুভেচ্ছা। -পার্বত্য চট্টগ্রাম বিষয়ক মন্ত্রণালয়।
ham,“মহামারী উত্তর যুব দক্ষতা বিষয়ে পূনর্ভাবনা” এই প্রতিপাদ্যে এনএসডিএ কর্তৃক আজ বিশ্ব যুব দক্ষতা দিবস -২০২১ উদযাপন করা হচ্ছে।
ham,১৫ জুলাই ২০২২ পার্বত্য চট্টগ্রাম বিষয়ক মন্ত্রণালয়ের ২৪তম প্রতিষ্ঠা বার্ষিকী উপলক্ষ্যে সবাইকে শুভেচ্ছা - পার্বত্য চট্টগ্রাম বিষয়ক মন্ত্রনালয়
ham,myGov: এক ঠিকানায় সরকারি সেবা । ১০০০ এর বেশী নাগরিক সেবা নিতে ভিজিট করুন mygov.bd বা ডাউনলোড করুন myGov অ্যাপ।
ham,"আগামী ১৮-১৯ জুলাই, ২০২৪ বিআইসিসি, ঢাকায় বাংলাদেশ ইন্টারন্যাশনাল অ্যাকুয়াকালচার ও সি-ফুড শো ২০২৪ এ আপনারা আমন্ত্রিত। নিবন্ধন করুন: https://seafoodexpobd.com -মৎস্য ও প্রাণিসম্পদ মন্ত্রণালয়।"
ham,"প্রিয় নগরবাসী, ডেঙ্গু হলে মৃত্যু ঝুঁকি আছে। এই সময়ে সচেতনতা ও সম্পৃক্ততা অত্যন্ত জরুরী।"
ham,"“গতিসীমা মেনে চলি, সড়ক দুর্ঘটনা রোধ করি"
ham,"“গতিসীমা মেনে চলি, সড়ক দুর্ঘটনা রোধ করি”"
ham,"আজ ১১ জুলাই ২০২৩, বিশ্ব জনসংখ্যা দিবস। প্রতিপাদ্য: “জেন্ডার সমতাই শক্তি: নারী ও কন্যাশিশুর মুক্ত উচ্চারণে হোক পৃথিবীর অবারিত সম্ভাবনার দ্বার উন্মোচন”- স্বাস্থ্য শিক্ষা ও পরিবার কল্যাণ বিভাগ"
ham,"আজ ১১ জুলাই ২০২২, বিশ্ব জনসংখ্যা দিবস। এ বছরের প্রতিপাদ্য: ‘৮০০ কোটির পৃথিবী : সকলের সুযোগ, পছন্দ ও অধিকার নিশ্চিত করে প্রাণবন্ত ভবিষ্যৎ গড়ি’- স্বাস্থ্য শিক্ষা ও পরিবার কল্যাণ বিভাগ।"
ham,"আজ ১১ জুলাই ২০২১, বিশ্ব জনসংখ্যা দিবস। এবারের প্রতিপাদ্য “অধিকার ও পছন্দই মূল কথা: প্রজননস্বাস্থ্য ও অধিকার প্রাধান্য পেলে কাঙ্ক্ষিত জন্মহারে সমাধান মেলে”- স্বাস্থ্য শিক্ষা ও পরিবার কল্যাণ বিভাগ।"
ham,"সেনাবাহিনীতে ৫৯তম বিএমএ স্পেশাল (সিগন্যালস্/ইএমই/এইসি), ৫২তম আরভিএন্ডএফসি, ৩৬তম জেএজি, ৮২তম এএমসি এবং ৬৮তম এডিসি কোর্সে নির্বাচনের আবেদন আহবান করা হয়েছে।"
ham,বাংলাদেশ বিমান বাহিনীতে ৯০ বাফা কোর্সে অফিসার ক্যাডেট নিয়োগ চলছে। বিস্তারিতঃ https://joinairforce.baf.mil.bd
ham,বাংলাদেশ পরিসংখ্যান ব্যুরো কর্তৃক প্রকাশিত সরকারের অগ্রগতি এবং উন্নয়নের চিত্রের গুরুত্বপূর্ণ প্রকাশনার লিংক- https://cutt.ly/0UjDTpk
ham,বাংলাদেশ নৌবাহিনী জাহাজ ১০-১২ জানুয়ারি ২০২২ মহেশখালী-হাতিয়া মধ্যবর্তী সমুদ্র এলাকায় মিসাইল ফায়ারিং পরিচালনা করবে। সকল নৌযানসমূহকে উক্ত সময়ে ফায়ারিং এলাকা পরিহারের জন্য বলা হলো।-বাংলাদেশ নৌবাহিনী
ham,"শুরু হয়েছে ১০০ দিনের বঙ্গবন্ধু শেখ মুজিব কুইজ। প্রতিদিন ১০০ জন করে মোট দশ হাজার বিজয়ী। জিতে নিন ল্যাপটপ, স্মার্টফোন এবং ইন্টারনেট ডাটা প্যাক। ভিজিট করুনঃ https://quiz.priyo.com"
ham,বাংলাদেশ বিমান বাহিনীতে ৮৮ বাফা কোর্সে অফিসার ক্যাডেট নিয়োগ চলছে। বিস্তারিতঃ https://joinairforce.baf.mil.bd
ham,"আগামী ০৫-০৮ জানুয়ারি ২০২২ পর্যন্ত ০৪ দিন ব্যাপী পার্বত্য মেলা-২০২২ শেখ হাসিনা পার্বত্য চট্টগ্রাম কমপ্লেক্স, বেইলী রোড, ঢাকায় অনুষ্ঠিত হবে। আপনারা সবাই আমন্ত্রিত। পার্বত্য চট্টগ্রাম বিষয়ক মন্ত্রণালয়।"
ham,বাংলাদেশ নৌবাহিনীতে অফিসার ক্যাডেট পদে নিয়োগ চলছে । ভিজিট করুন: www.joinnavy.navy.mil.bd
ham,বাংলাদেশ সেনাবাহিনীর ৮৩তম ডিএসএসসি (এএমসি) এবং ৬৯তম ডিএসএসসি (এডিসি) কোর্সে অফিসার পদে যোগদানের জন্য আবেদন আহবান করা হয়েছে। বিস্তারিতঃ https://joinbangladesharmy.army.mil.bd
ham,"“আপনার জীবন, স্বাস্থ্য ও সম্পদের অনাকাঙ্খিত/দুর্ঘটনাজনিত ক্ষতি লাঘবের ব্যবস্থা হলো বীমা। বীমা করুন, ঝুঁকিমুক্ত থাকুন”-বীমা উন্নয়ন ও নিয়ন্ত্রণ কর্তৃপক্ষ।"
ham,"“ডাক ও টেলিযোগাযোগ বিভাগের উদ্যোগে ২৬-২৮ জানুয়ারি, সকাল ১০:০০ হতে রাত ০৮:০০ পর্যন্ত বঙ্গবন্ধু আন্তর্জাতিক সম্মেলন কেন্দ্রে আয়োজিত “ডিজিটাল বাংলাদেশ মেলা ২০২৩” এ সবাইকে আমন্ত্রণ।”"
ham,‘‘২৯ জানুয়ারি মহামান্য রাষ্ট্রপতি জাতীয় শিশু পুরস্কার প্রতিযোগিতার বিজয়ী শিশুদের মাঝে পুরস্কার প্রদান করবেন”।
ham,আপনার নিকটস্থ ভোট কেন্দ্রে ইভিএম এর প্রচারণায় এসে ভোট প্রদান পদ্ধতি সম্পর্কে জানুন-ইসি
ham,বাংলাদেশ বিমান বাহিনীতে অফিসার ক্যাডেট পদে নিয়োগ চলছে। ভিজিট করুনঃ www.joinbangladeshairforce.mil.bd
ham,২৬ জানুয়ারি ২০২৪ আন্তর্জাতিক কাস্টমস দিবস উদযাপিত হচ্ছে। এবারের প্রতিপাদ্য বিষয় ‘‘মিলে নবীন-পুরনো অংশীজন/কাস্টমস করবে লক্ষ্য অর্জন”। জাতীয় রাজস্ব বোর্ড
ham,"২৬ জানুয়ারি, ২০২২ আন্তর্জাতিক কাস্টমস দিবস উদযাপিত হচ্ছে। এবারের প্রতিপাদ্য বিষয় “তথ্য-সংস্কৃতি বিকাশ এবং তথ্য-ইকোসিস্টেম বিনির্মাণের মাধ্যমে ডিজিটাল কাম্টমসের সম্প্রসারণ”-জাতীয় রাজস্ব বোর্ড"
ham,"“আসুন জাটকা ও সামুদ্রিক প্রজাতির মাছের ডিম, লার্ভী ও পোনা রক্ষায় বেহুন্দি ও কারেন্ট জালসহ সকল অবৈধ জাল দিয়ে মাছ ধরা থেকে বিরত থাকি-মৎস্য অধিদপ্তর; মৎস্য ও প্রাণিসম্পদ মন্ত্রণালয়’’"
ham,বাংলাদেশ নৌবাহিনীতে কমিশন্ড অফিসার পদে নিয়োগ চলছে। ভিজিট করুনঃ www.joinnavy.navy.mil.bd
ham,আগামী ২৭ ফেব্রুয়ারি ২০২২ জাতীয় পরিসংখ্যান দিবস উদযাপন উপলক্ষ্যে স্লোগান ও লোগো ডিজাইন প্রতিযোগিতায় অংশ নিন। বিস্তারিত জানতে ভিজিট করুন: https://bit.ly/3Inwyh6
ham,“ফায়ার সার্ভিসের সেবা গ্রহণের জন্য হটলাইন ১৬১৬৩ নম্বরে কল করুন’’
ham,ফায়ার সার্ভিসের সেবা গ্রহণের জন্য হটলাইন ১৬১৬৩ নম্বরে কল করুন
ham,"মেডিকেল কলেজ হাসপাতাল, জেলা হাসপাতাল, উপজেলা স্বাস্থ্য কমপ্লেক্স, মা ও শিশু কল্যাণ কেন্দ্রে ভায়া ও সিবিই পরীক্ষা করুন-জাতীয় জরায়ু-মুখ ও স্তন ক্যান্সার স্ক্রীনিং এবং প্রশিক্ষণ কেন্দ্র, বিএসএমএমইউ।"
ham,"“ইএফডি/এসডিসি মেশিন হতে ইস্যুকৃত ভ্যাট চালানের ভিত্তিতে প্রথম লটারির ড্র ৫ই ফেব্রুয়ারি, ২০২১ তারিখে অনুষ্ঠিত হবে। আপনার চালানটি সংরক্ষণ করুন এবং প্রতি মাসে লটারিতে অংশগ্রহণ করুন।” -এনবিআর"
ham,"“মুজিব বর্ষের সফলতা, ঘরেই পাবেন সকল ভাতা”-এই প্রতিপাদ্যকে সামনে রেখে ২ জানুয়ারী সারা দেশে উদযাপিত হচ্ছে জাতীয় সমাজসেবা দিবস-২০২২। সমাজসেবা অধিদপ্তর, সমাজকল্যাণ মন্ত্রণালয়"
ham,সেনাবাহিনীতে সৈনিক পদে যোগদানের জন্য ১০ জানুয়ারি ২০২৪ হতে ১৫ ফেব্রুয়ারি ২০২৪ পর্যন্ত আবেদন আহবান করা হচ্ছে। নিয়োগ বিজ্ঞপ্তিতে প্রকাশিত নির্দেশনা অনুযায়ী টেলিটক সিমের মাধ্যমে আবেদন করতে হবে
ham,"১৯-২৫ জানুয়ারী জরায়ু-মুখ ও স্তন ক্যান্সার প্রতিরোধ সপ্তাহে নিকটস্থ সরকারী হাসপাতালে ভায়া ও সিবিই পরীক্ষা করুন (NID আবশ্যক)-জাতীয় জরায়ু-মুখ ও স্তন ক্যান্সার স্ক্রীনিং এবং প্রশিক্ষণ কেন্দ্র, বিএসএমএমইউ।"
ham,সর্বশেষ সময় ১৮ জানুয়ারি ২০২৪ এর মধ্যে নিবন্ধন সম্পন্ন করে হজে গমন নিশ্চিত করুন। ধর্ম বিষয়ক মন্ত্রণালয়।
ham,আপনার নিকটস্থ ভোট কেন্দ্রে ইভিএম এর প্রচারণায় এসে ভোট প্রদান পদ্ধতি সম্পর্কে জানুন-ইসি
ham,উড্ডয়নরত বিমানের দিকে লেজার নিক্ষেপ করা শাস্তিযোগ্য অপরাধ । এ ধরণের আচরণ থেকে বিরত থাকার জন্য সকলকে অনুরোধ করা হচ্ছে।
ham,“নির্বাচন সংক্রান্ত আইন-শৃঙ্খলা সমন্বয় সেলে অভিযোগ জানাতে ৯৯৯ এ কল করুন”
ham,“বাংলাদেশ জাতীয় আরকাইভস দেশের কেন্দ্রীয় রেকর্ড সংরক্ষণাগার। ২৫ বছরের স্থায়ী মূল্যসম্পন্ন নথিপত্র/রেকর্ডপত্র স্থায়ী সংরক্ষণের জন্য জাতীয় আরকাইভসে প্রেরণ করুন এবং জাতীয় আরকাইভসকে সমৃদ্ধ করুন।”
ham,এসো সবাই www.surokkha.gov.bd লিংকে রেজিস্ট্রেশন করি এবং নির্ধারিত কেন্দ্রে নির্দিষ্ট দিনে ভ্যাকসিন গ্রহণ করে নিজেকে ও দেশকে সুরক্ষিত রাখি।
ham,“বাংলা ইশারা ভাষার প্রসার করি
ham,৭ ফেব্রুয়ারি ২০২৩
ham,০৭ ফেব্রুয়ারি ২০২২ বাংলা ইশারা ভাষা দিবস। দিবসের প্রতিপাদ্য:
ham,"‘শিক্ষার সর্বস্তরে বাংলা ইশারা ভাষা, দেখাবে আলোর দিশা’। ৭ ফেব্রুয়ারি ২০২১ বাংলা ইশারা ভাষা দিবস। - সমাজকল্যান মন্ত্রণালয়।"
ham,বাংলাদেশ নৌবাহিনীতে অফিসার ক্যাডেট পদে নিয়োগ চলছে। ভিজিট করুন: www.joinnavy.navy.mil.bd
ham,"‘সকল সরকারি এবং বেসরকারি মেরিটাইম প্রশিক্ষণ প্রতিষ্ঠানে প্রি-সী নাবিক (রেটিং) প্রশিক্ষণ কোর্সে ভর্তির আবেদনের শেষ তারিখ ১৬ ফেব্রুয়ারী ২০২৩। বিস্তারিত www.dos.gov.bd, নৌপরিবহন অধিদপ্তর’"
ham,"চলছে ১০০ দিনের বঙ্গবন্ধু শেখ মুজিব কুইজ। প্রতিদিন ১০০ জন করে মোট দশ হাজার বিজয়ী। জিতে নিন ল্যাপটপ, স্মার্টফোন এবং ইন্টারনেট ডাটা প্যাক। ভিজিট করুনঃ https://quiz.priyo.com"
ham,"গ্রন্থাগারে বই পড়ি, স্মার্ট বাংলাদেশ গড়ি এই প্রতিপাদ্য নিয়ে সংস্কৃতি বিষয়ক মন্ত্রণালয়ের অধীনস্থ গণগ্রন্থাগার অধিদপ্তরের আয়োজনে ০৫ ফেব্রুয়ারি সারাদেশে পালিত হচ্ছে &apos;জাতীয় গ্রন্থাগার দিবস ২০২৪&apos;।"
ham,"‘স্মার্ট গ্রন্থাগার, স্মার্ট বাংলাদেশ’ এই প্রতিপাদ্য নিয়ে সংস্কৃতি বিষয়ক মন্ত্রণালয়ের অধীনস্ত গণগ্রন্থাগার অধিদপ্তরের আয়োজনে ০৫ ফেব্রুয়ারি সারাদেশে পালিত হচ্ছে ‘‘জাতীয় গ্রন্থাগার দিবস ২০২৩’।"
ham,বাংলাদেশ সেনাবাহিনীর ৮১তম ডিএসএসসি (এএমসি) কোর্সে যোগদানের জন্য আবেদনের সময়সীমা ২৭ জানুয়ারি ২০২৩ হতে ২৫ ফেব্রুয়ারি ২০২৩ তারিখ পর্যন্ত। বিস্তারিত: https://joinbangladesharmy.army.mil.bd
ham,করোনাকালীন যুব অবদানের স্বীকৃতিতে যুব ও ক্রীড়া মন্ত্রণালয় চালু করেছে ‘শেখ হাসিনা ইয়ুথ ভলান্টিয়ার অ্যাওয়ার্ড ২০২০’। ১০টি বিভাগে নিবন্ধনের মেয়াদ ১৫/০২/২০২১। ভিজিট করুনঃ www.youthpowerhouse.org/shyva
ham,বাংলাদেশ নৌবাহিনী কর্তৃক মহেশখালী-হাতিয়া মধ্যবর্তী সমুদ্র এলাকায় ৭ ও ৮ ফেব্রুয়ারি ২০২৪ মিসাইল ফায়ারিং পরিচালিত হবে। এ সময় মাছ ধরা নৌকাসহ সকল নৌযানকে ফায়ারিং এলাকা পরিহারের জন্য অনুরোধ করা হলো।
ham,"‘নিরাপদ খাবার খাই, রোগ থেকে মুক্তি পাই’ বারটান-কৃষি মন্ত্রণালয়।"
ham,বাংলাদেশ নৌবাহিনীতে অফিসার ক্যাডেট পদে নিয়োগ চলছে ।
ham,"০২ মার্চ ২০২১ দেশব্যাপী তৃতীয় বারের মতো পালিত হতে যাচ্ছে, ‘জাতীয় ভোটার দিবস’। এবারের প্রতিপাদ্যঃ “বয়স যদি আঠার হয় ভোটার হতে দেরী নয়” -ইসি।"
ham,"‘জাতীয় বস্ত্র দিবস’। এবারের প্রতিপাদ্য বিষয়- ‘স্মার্ট টেক্সটাইলে সমৃদ্ধ দেশ, বঙ্গবন্ধুর বাংলাদেশ’- বস্ত্র ও পাট মন্ত্রণালয়।"
ham,"২৭ ফেব্রুয়ারি ২০২৩ এ পালিত হচ্ছে জাতীয় পরিসংখ্যান ‍দিবস । এবারের প্রতিপাদ্য ‘পরিসংখ্যান ব্যবস্থার উন্নয়ন, স্মার্ট বাংলাদেশ গঠন’"
ham,আজ ২৭ ফেব্রুয়ারি ২০২২ জাতীয় পরিসংখ্যান ‍দিবস উদযাপিত হচ্ছে। এ বছর দিবসটির প্রতিপাদ্য ‘গুণগত পরিসংখ্যান উন্নত জীবনের সোপান’- বাংলাদেশ পরিসংখ্যান ব্যুরো (বিবিএস)।
ham,২৬ ফেব্রুয়ারি ‘এক দিনে এক কোটি’ কোভিড ভ্যাকসিন কর্মসূচীতে নিকটস্থ কেন্দ্র হতে ভ্যাকসিন নিন। - স্বাস্থ্য অধিদপ্তর।
ham,নৌবাহিনীতে নাবিক ভর্তি চলছে। ০৭ মার্চ এর মধ্যে www.joinnavy.navy.mil.bd তে আবেদন করুন।
ham,"কারিগরি ও মাদ্রাসা শিক্ষা বিভাগের বিশেষ আর্থিক অনুদানের আবেদন গ্রহণ শুরু হয়েছে। শিক্ষার্থী, শিক্ষক-কর্মচারী ও শিক্ষা প্রতিষ্ঠানের জন্য আবেদন করতে ভিজিট করুন mygov.bd"
ham,"“সাভার, ধামরাই, মোহাম্মদপুর, আদাবর, দারুস সালাম, শাহ আলী, হাজারীবাগ ও নিউমার্কেট থানার ই-পাসপোর্ট সেবা ১লা মার্চ ২০২৩ খ্রিঃ থেকে আঞ্চলিক পাসপোর্ট অফিস, ঢাকা পশ্চিম (মোহাম্মদপুর) হতে দেওয়া হবে।”"
ham,"মাধ্যমিক ও উচ্চ শিক্ষা বিভাগের বিশেষ আর্থিক অনুদানের আবেদন গ্রহণ শুরু হয়েছে। শিক্ষার্থী, শিক্ষক-কর্মচারী ও শিক্ষা প্রতিষ্ঠানের জন্য আবেদন করতে ভিজিট করুন mygov.bd"
ham,বাংলাদেশ সেনাবাহিনীর ৮১তম ডিএসএসসি (এএমসি) কোর্সে যোগদানের জন্য আবেদনের শেষ তারিখ ২৫ ফেব্রুয়ারি ২০২৩।
ham,বাংলাদেশ সেনাবাহিনীর ৮১তম ডিএসএসসি (এএমসি) কোর্সে যোগদানের জন্য আবেদনের শেষ তারিখ ২৫ ফেব্রুয়ারি ২০২৩।
ham,“সাশ্রয়ে জ্বালানি
ham,"আন্তর্জাতিক মাতৃভাষা দিবস উপলক্ষ্যে এখন হতে বাংলায় এসএমএস প্রেরণের চার্জ অর্ধেক (সর্বোচ্চ ২৫ পয়সা/ প্রতি এসএমএস ভ্যাট, এসসি ও এসডি ব্যতীত) করা হলো - বিটিআরসি।"
ham,"“সর্বজনীন পেনশন স্কিমের ‘প্রবাস’, ‘প্রগতি’, ‘সুরক্ষা’ ও ‘সমতা’ স্কিম থেকে আপনারটি বেছে নিন” -জাতীয় পেনশন কর্তৃপক্ষ।"
ham,"২০ ফেব্রুয়ারি, ২০২৩, সোমবার সকাল ৮টা থেকে বিকাল ৪টা পর্যন্ত ৬ মাস থেকে ৫ বছর বয়সী শিশুকে নিকটস্থ স্বাস্থ্যসেবা কেন্দ্রে নিয়ে ভিটামিন ‘এ’ ক্যাপসুল খাওয়ান: জাতীয় পুষ্টিসেবা, ডিজিএইচএস"
ham,"“স্বাস্থ্য, পুষ্টি ও সমৃদ্ধি চাই, নিরাপদ খাদ্যের বিকল্প নাই”। ০২ ফেব্রুয়ারি জাতীয় নিরাপদ খাদ্য দিবস ২০২৪ সফল হোক। বাংলাদেশ নিরাপদ খাদ্য কর্তৃপক্ষ, খাদ্য মন্ত্রণালয়।"
ham,"“নিরাপদ খাদ্য, সমৃদ্ধ জাতি; স্মার্ট বাংলাদেশ গড়ার চাবিকাঠি”। ০২ ফেব্রুয়ারি জাতীয় নিরাপদ খাদ্য দিবস ২০২৩ সফল হোক। বাংলাদেশ নিরাপদ খাদ্য কর্তৃপক্ষ, খাদ্য মন্ত্রণালয়।"
