text,label
"কোভিড-১৯ ভ্যাকসিন নিবন্ধনঃ আপনার OTP কোড-004653 , ধন্যবাদ।",0
আজ ৪০জিবি+৮০০মিঃ+৩২৳ ক্যাশব্যাক ৬৩০৳ মাই রবি অ্যাপে।ক্লিক cutt.ly/c630,1
S'fine. Anytime. All the best with it.,0
"সরকার কোভিডের বিস্তার রোধে লকডাউন দিয়েছে। এ সময়ে ঘরে থেকেই মোবাইল রিচার্জ, গ্যাস, বিদ্যুৎ, পানি, ইন্টারনেটসহ সকল পরিষেবার বিল চার্জ ফ্রি-তে পরিশোধ করুন ডাক বিভাগের সেবা ‘নগদ’-এ।",0
আমি বলার পর বেটা পুরা চুপ,0
Oooh bed ridden ey? What are YOU thinking of?,0
ট্রানজ্যাকশন নম্বর R230415.1216.110049 20 টাকা রিচার্জটি সফল হয়েছে। আপনার বর্তমান ব্যালেন্স 21.02 টাকা। নতুন মেয়াদ 11/03/24পর্যন্ত,0
Shopping? Eh ger i toking abt syd leh...Haha,0
Dear U've been invited to XCHAT. This is our final attempt to contact u! Txt CHAT to 86688 150p/MsgrcvdHG/Suite342/2Lands/Row/W1J6HL LDN 18 yrs,1
ট্রানজ্যাকশন নম্বর R240523.0957.720082 50 টাকা রিচার্জটি সফল হয়েছে। আপনার বর্তমান ব্যালেন্স 141.73 টাকা। নতুন মেয়াদ 11/07/24পর্যন্ত,0
I'm in class. Did you get my text.,0
আফমির দোকানদারেরা অনেক ভালো|,0
But I'm on a diet. And I ate 1 too many slices of pizza yesterday. Ugh I'm ALWAYS on a diet.,0
আস্থা অ্যাপে লগইন করে আস্থা প্লে-তে দেখুন দুর্দান্ত সব OTT কন্টেন্ট!,1
Which is why i never wanted to tell you any of this. Which is why i'm so short with you and on-edge as of late.,0
I think its far more than that but find out. Check google maps for a place from your dorm.,0
“১৭ মার্চ ২০২৪ জাতির পিতা বঙ্গবন্ধু শেখ মুজিবুর রহমান এঁর ১০৪তম জন্মবার্ষিকী ও জাতীয় শিশু দিবসের শুভেচ্ছা- মহিলা ও শিশু বিষয়ক মন্ত্রণালয়”,0
আকাশ সংযোগ রিচার্জ করুন আর বাংলাদেশ-আফগানিস্তান সিরিজের টি২০ ম্যাচ গাজী টিভি ও টি-স্পোর্টস এইচডি-তে দেখুন,1
Good afternoon my boytoy. How goes that walking here and there day ? Did you get that police abstract? Are you still out and about? I wake and miss you babe,0
Still work going on:)it is very small house.,0
‘জাতীয় দুর্যোগ প্রস্তুতি দিবস-২০২৩’ এর প্রতিপাদ্য,0
Hurry home u big butt. Hang up on your last caller if u have to. Food is done and I'm starving. Don't ask what I cooked.,0
What happen dear tell me,0
ফ্রি রেজিস্ট্রেশন সহ পার্ট-টাইম কাজ!,1
I cant wait to see you! How were the photos were useful? :),0
Thank u. IT BETTER WORK OUT CAUSE I WILL FEEL USED OTHERWISE,0
She.s fine. I have had difficulties with her phone. It works with mine. Can you pls send her another friend request.,0
তোদের ব্যাংক অনেক জোস তো|,0
"XXXMobileMovieClub: To use your credit, click the WAP link in the next txt message or click here>> http://wap. xxxmobilemovieclub.com?n=QJKGIGHJJGCBL",1
"নানু, আর আসমার মা উনি করতেসে যে...",0
"আসসালামু আলাইকুম।

চট্রগ্রামে আননিসা গ্যালারির ২য় শোরুম উদ্বোধন উপলক্ষে আকর্ষণীয় ছাড় এবং উপহার পেতে চলে আসুন আমাদের আউটলেট এ।

গ্র্যান্ড ওপেনিং: ১৭/১২/২০২২। সকালঃ ১১টা। সপ: A2 , লেভেল: 3, বালি আর্কেড, চকবাজার, চট্রগ্রাম।
Helpline: 01630536530
www.annisagallerybd.com",1
‘১ মিনিট শব্দহীন’ কর্মসূচী বাস্তবায়নে ঢাকা শহরের গাড়ীচালকদের আগামী ১৫ অক্টোবর সকাল ১০ টা হতে ১০.০১ মিনিট পর্যন্ত হর্ন বাজানো হতে বিরত থাকতে অনুরোধ করা হলো।,0
December only! Had your mobile 11mths+? You are entitled to update to the latest colour camera mobile for Free! Call The Mobile Update Co FREE on 08002986906,1
"Haha, that was the first person I was gonna ask",0
ফ্রি মেম্বারশিপ সহ ঘরে বসে আয় করার সুযোগ!,1
I was up all night too worrying about this appt. It's a shame we missed a girls night out with quizzes popcorn and you doing my hair.,0
"ঈদ কেনাকাটা জমবে এবার ডায়মন্ড ওয়ার্ল্ডের সাথে, উপভোগ করুন ডায়মন্ড গহনায় ২৫% ও গোল্ড মজুরীতে বিশাল ছাড়, সাথে ক্যাশব্যাক। ০১৭১৩১৯৯২৭০",1
"Not much, just some textin'. How bout you?",0
Don't forget who owns you and who's private property you are ... And be my good boy always .. *passionate kiss*,0
Haha i think i did too,0
"আগামী ০৫-০৮ জানুয়ারি ২০২২ পর্যন্ত ০৪ দিন ব্যাপী পার্বত্য মেলা-২০২২ শেখ হাসিনা পার্বত্য চট্টগ্রাম কমপ্লেক্স, বেইলী রোড, ঢাকায় অনুষ্ঠিত হবে। আপনারা সবাই আমন্ত্রিত। পার্বত্য চট্টগ্রাম বিষয়ক মন্ত্রণালয়।",0
I'm done...,0
cool. We will have fun practicing making babies!,0
Yes:)from last week itself i'm taking live call.,0
"I do know what u mean,  is the king of not havin credit! I'm goin2bed now. Night night sweet! Only1more sleep! ",0
"WELL DONE! Your 4* Costa Del Sol Holiday or £5000 await collection. Call 09050090044 Now toClaim. SAE, TCs, POBox334, Stockport, SK38xh, Cost£1.50/pm, Max10mins",1
বিশেষ অফার! গৃহস্থালি পণ্যে ২০% পর্যন্ত ছাড়!,1
No..he joined today itself.,0
প্রতিদিন ১০০০ টাকার কেনাকাটায় ফ্রি গিফট!,1
“ডায়াবেটিস রোগীগণ ডাক্তারের সাথে পরামর্শ করে রমজানের রোজা রাখুন”।-এনসিডিসি এবং,0
ট্রানজ্যাকশন নম্বর R221027.1001.1600e7 49 টাকা রিচার্জটি সফল হয়েছে। আপনার বর্তমান ব্যালেন্স 78.86 টাকা। নতুন মেয়াদ 14/08/23পর্যন্ত,0
"Dont worry, 1 day very big lambu ji vl come..til then enjoy batchlor party:-)",0
"Me also da, i feel yesterday night  wait til 2day night dear.",0
যখন আছেন budget deal এর সাথে অর্ডার করে ফেলুন আপনার পছন্দের পণ্যগুলো |,1
I know you are serving. I mean what are you doing now.,0
Not yet chikku..wat abt u?,0
"The table's occupied, I'm waiting by the tree",0
U have a Secret Admirer who is looking 2 make contact with U-find out who they R*reveal who thinks UR so special-call on 09065171142-stopsms-08718727870150ppm,1
"Aight, sounds good. When do you want me to come down?",0
‘‘বস্ত্র অধিদপ্তরাধীন সরকারি টেক্সটাইল ইঞ্জিনিয়ারিং কলেজে বি.এসসি ইন টেক্সটাইল ইঞ্জিনিয়ারিং প্রোগ্রামে অনলাইনে ভর্তির আবেদন গ্রহণ চলছে’’ বিস্তারিত www.dot.gov.bd,0
I am on the way to ur home,0
What does the dance river do?,0
ট্রানজ্যাকশন নম্বর R221129.1151.1600f7 300 টাকা রিচার্জটি সফল হয়েছে। আপনার বর্তমান ব্যালেন্স 302.50 টাকা। নতুন মেয়াদ 29/11/23পর্যন্ত,0
Ok,0
Ok lor wat time ü finish?,0
"Best line said in Love: . ""I will wait till the day I can forget u Or The day u realize that u cannot forget me.""... Gn",0
For The First Time In The History 'Need' 'Comfort' And 'Luxury' Are Sold At Same Price In India..!! Onion-Rs. &lt;#&gt;  Petrol-Rs. &lt;#&gt;  Beer-Rs. &lt;#&gt;  SHESIL  &lt;#&gt;,0
Thk some of em find wtc too far... Weiyi not goin... E rest i dunno yet... R ur goin 4 dinner den i might b able to join...,0
"দেশের বাহিরে যারা যায় সবাই তো এরকম পড়ে।পুজা,চন্দ্রিমা এগুলারে দেখস নাই?!",0
"সেহরি এবং ইফতারে নিরাপদ ও সুষম খাদ্য গ্রহণ করুন। অস্বাস্থ্যকর, অতিরিক্ত ভাজা-পোড়া ও অননুমোদিত রং মিশ্রিত খাদ্য পরিহার করুন। বাংলাদেশ নিরাপদ খাদ্য কর্তৃপক্ষ, খাদ্য মন্ত্রণালয়।",0
সুখবর! ডব্লিউএসআইএস ২০২১-এ স্থান পেয়েছে বাংলাদেশের তথ্যপ্রযুক্তি খাতের বেশ কিছু উদ্যোগ। ভোট প্রদানের মাধ্যমে সাপোর্ট করুন দেশীয় উদ্যোগসমূহকে। বিস্তারিতঃ https://tinyurl.com/wsis21 – বিটিআরসি,0
"Think i might have to give it a miss. Am teaching til twelve, then have lecture at two. Damn this working thing.",0
আপনার BondhuShondan IVR_Daily সার্ভিসটির সাবস্ক্রিপশন সম্পন্ন করতে দয়া করে এই 123 টি এসএমএস এ পাঠান।|,1
PRIVATE! Your 2003 Account Statement for shows 800 un-redeemed S. I. M. points. Call 08715203652 Identifier Code: 42810 Expires 29/10/0,1
Yes i think so. I am in office but my lap is in room i think thats on for the last few days. I didnt shut that down,0
But we havent got da topic yet rite?,0
Then u drive lor.,0
IMPORTANT MESSAGE. This is a final contact attempt. You have important messages waiting out our customer claims dept. Expires 13/4/04. Call 08717507382 NOW!,1
গ্রামীণফোনে রিচার্জ এখন খুবই সহজ। ক্লিক https://gp.mygp.li/lt|,1
Dorothy@kiefer.com (Bank of Granite issues Strong-Buy) EXPLOSIVE PICK FOR OUR MEMBERS *****UP OVER 300% *********** Nasdaq Symbol CDGT That is a $5.00 per..,1
Hmm ill have to think about it... ok you're forgiven! =D,0
তোমাদের কম্পিউটার ফান্ডামেন্টাল এক্সাম কখন হবে?|,0
Hope you are not scared!,0
যত জলদি রেজিষ্ট্রেশন তত জলদি অফার,1
"This is the 2nd attempt to contract U, you have won this weeks top prize of either £1000 cash or £200 prize. Just call 09066361921",1
শেখ হাসিনা সরকারের সাফল্য :,0
"Awesome, lemme know whenever you're around",0
Hey. For me there is no leave on friday. Wait i will ask my superior and tell you..,0
What is important is that you prevent dehydration by giving her enough fluids,0
"Lol ... Oh no babe, I wont be sliding into your place after midnight, but thanks for the invite",0
"4 tacos + 1 rajas burrito, right?",0
বাংলাদেশ সেনাবাহিনীর ৪০তম ডিএসএসসি (এএফএনএস) কোর্সে যোগদানের জন্য ২৩ সেপ্টেম্বর ২০২২ তারিখ হতে আবেদন আহবান করা হয়েছে। বিস্তারিত : https://joinbangladesharmy.army.mil.bd,0
“জাতির পিতা বঙ্গবন্ধু শেখ মুজিবুর রহমানের জন্মদিনের শুভেচ্ছা।”,0
এখনই রিচার্জ করে Bangladesh vs Pakistan এর T20 লড়াই দেখুন GTV HD তে,1
Great! I hope you like your man well endowed. I am  &lt;#&gt;  inches...,0
Is xy in ur car when u picking me up?,0
"(And my man carlos is definitely coming by mu tonight, no excuses)",0
খেলাধুলার সর্বশেষ খবর পেতে ভিজিট করুন http://mysports.com.bd । ট্যাক্সসহ চার্জ ৩.৩৩ টাকা প্রতিদিন।,0
"অভিনন্দন .!
আপনার প্রোফাইলটি কানাডিয়ান ইউনিভার্সিটিতে ভর্তির জন্য প্রি-সিলেক্টেড হয়েছে৷ 

মিঃ রাফির মতো আপনিও পেতে পারেন ৪০০০০ CAD পর্যন্ত স্কলারশিপসহ কানাডিয়ান ইউনিভার্সিটি ভর্তি হবার সুযোগ৷ 
https://rrj.nu/kFGj26Cd 
পরবর্তী প্রসেস শুরু করতে আমাদের সাথে দেখা করুন ১০ জানুয়ারী, 3pm-5pm এর মধ্যে৷ 

ঠিকানাঃ Wasa Circle (Beside SH Khan petrol pump), Chattogram.
GIC Education. |",1
ট্রানজ্যাকশন নম্বর R240119.1532.720121 20 টাকা রিচার্জটি সফল হয়েছে। আপনার বর্তমান ব্যালেন্স 20.01 টাকা। নতুন মেয়াদ 16/03/24পর্যন্ত,0
U should make a fb list,0
U guys never invite me anywhere :(,0
স্বাস্থ্যবিধি মেনে ৫-১৯ জুন ২০২১ পর্যন্ত ৬ মাস থেকে ৫ বছর বয়সী শিশুদের নিকটস্থ কেন্দ্রে ভিটামিন ‘এ’ ক্যাপসুল খাওয়ান।,0
"Sorry my roommates took forever, it ok if I come by now?",0
Sending you greetings of joy and happiness. Do have a gr8 evening,0
"Orange brings you ringtones from all time Chart Heroes, with a free hit each week! Go to Ringtones & Pics on wap. To stop receiving these tips reply STOP.",1
Ok lor... Sony ericsson salesman... I ask shuhui then she say quite gd 2 use so i considering...,0
Get down in gandhipuram and walk to cross cut road. Right side &lt;#&gt; street road and turn at first right.,0
ইউটিউব ভিডিও দেখে ঘরে বসে আয়!,1
Hi.what you think about match?,0
"That day ü say ü cut ur hair at paragon, is it called hair sense? Do ü noe how much is a hair cut? ",0
Then ur sis how?,0
26th OF JULY,0
Or ü go buy wif him then i meet ü later can?,0
"Alright if you're sure, let me know when you're leaving",0
"U wake up already? Wat u doing? U picking us up later rite? I'm taking sq825, reaching ard 7 smth 8 like dat. U can check e arrival time. C ya soon...",0
Do you want a New Nokia 3510i Colour Phone Delivered Tomorrow? With 200 FREE minutes to any mobile + 100 FREE text + FREE camcorder Reply or Call 8000930705,1
আজ ৩১৫মি(মেয়াদ ৩০দিন)+৬০প/মি(+tax) রেট(৪৫দিন) কিনুন ৳১৯৪ রিচার্জে,1
"গ্রোসারি শপিংয়ে বোনাস ২,৫০০ রিওয়ার্ড পয়েন্টস শুধুমাত্র ব্র্যাক ব্যাংক ভিসা ক্রেডিট কার্ডে! tinyurl.com/BBLGSy",1
একবার সে আমার স্ট্যাটিস্টিক্স খাতা চাইসিল। এটাকে বলসিলাম আমাদেরকে ফেইসবুকে এড দিলে আমরা খাতা দিব।নাহয় দিব না।কি বেয়াদ্দপ ছিলাম আমরা ২ টা।|,0
We don call like  &lt;#&gt;  times oh. No give us hypertension oh.,0
But your brother transfered only  &lt;#&gt;  +  &lt;#&gt; . Pa.,0
"৳৯৯ ডিম আজই শেষদিন
তেল ৳৯৫৯
Y25 কোডে ৳২৫ মূল্যের গিফট
Chaldal.com/FREE|",1
"প্রিয় গ্রাহক, সরকারি নির্দেশনা অনুযায়ী এখন ডিশ দেখতে অবশ্যই ডিজিটাল সেট টপ বক্স ব্যবহার করতে হবে। তাই আজই আপনার বন্ধ আকাশ সংযোগ চালু করে নির্বিঘ্নে উপভোগ করুন ঝকঝকে সব চ্যানেল।",1
I wish! I don't think its gonna snow that much. But it will be more than those flurries we usually get that melt before they hit the ground. Eek! We haven't had snow since &lt;#&gt; before I was even born!,0
Don't necessarily expect it to be done before you get back though because I'm just now headin out,0
বিকাশ-এ BBL কার্ড থেকে অ্যাড মানি-তে ১৭০০ টাকায় ২০ টাকা ও ২৭০০ টাকায় ৩০ টাকা ক্যাশব্যাক। tinyurl.com/bblbam,1
So how many days since then?,0
Then cant get da laptop? My matric card wif ü lei... ,0
"Yup. Anything lor, if u dun wan it's ok...",0
This single single answers are we fighting? Plus i said am broke and you didnt reply,0
"For you information, IKEA is spelled with all caps. That is not yelling. when you thought i had left you, you were sitting on the bed among the mess when i came in. i said we were going after you got home from class. please don't try and bullshit me. It makes me want to listen to you less.",0
Apps class varaya elaya.,0
Doing my masters. When will you buy a bb cos i have for sale and how's bf,0
Nvm it's ok...,0
"“১৬-২০ মে ২০২১, নিকটস্থ কমিউনিটি ক্লিনিকের মাধ্যমে যথাযথ স্বাস্থ্যবিধি মেনে ৫-১৬ বছর বয়সী সকল শিশুকে ১ ডোজ কৃমিনাশক ঔষধ খাওয়ান। -স্বাস্থ্য অধিদপ্তর, স্বাস্থ্য ও পরিবার কল্যান মন্ত্রণালয়।",0
“১৫ হতে ২১ জুন ২০২২ সারাদেশে জনশুমারি ও গৃহগণনা অনুষ্ঠিত হচ্ছে। শুমারি কর্মীকে সঠিক তথ্য দিয়ে সহযোগিতা করুন।’’-বাংলাদেশ পরিসংখ্যান ব্যুরো।,0
ইভিএম এ ভোট দিতে পছন্দের প্রতীকের পাশের সাদা বোতামটি চাপুন ও ভোট নিশ্চিত করতে সবুজ বোতামটি চাপুন - ইসি।,0
“জ্বালানির অপচয় রোধ করি,0
I dont know ask to my brother. Nothing problem some thing that. Just i told .,0
I am waiting machan. Call me once you free.,0
Reply to win £100 weekly! What professional sport does Tiger Woods play? Send STOP to 87239 to end service,1
Sorry . I will be able to get to you. See you in the morning.,0
Hi good mornin.. Thanku wish u d same..,0
Yes watching footie but worried we're going to blow it - Phil Neville?,0
ট্রানজ্যাকশন নম্বর R230622.1044.180162 49 টাকা রিচার্জটি সফল হয়েছে। আপনার বর্তমান ব্যালেন্স 49.68 টাকা। নতুন মেয়াদ 11/03/24পর্যন্ত,0
অনলাইনে ঘরে বসে পার্ট-টাইম কাজ!,1
মাই রবি অ্যাপে ৪০জিবি+৮০০মিঃ+৩২৳ ক্যাশব্যাক ৩০দিন ৬৩০৳।ক্লিক cutt.ly/c630,1
Will ü b going to esplanade fr home?,0
"প্রিয় গ্রাহক,03-MAR-2023 পর্যন্ত আপনার লোকাল বিল -1134.50 টাকা এবং রোমিং বিল 0 টাকা। অনুগ্রহ করে এর মধ্যে সমুদয় বকেয়া বিল পরিশোধ করে গ্রামীণফোনের সাথে থাকুন। অনলাইনে পেমেন্টে করতে ব্রাউজ করুন mygp.li/ib",0
"‘‘০৬ এপ্রিল জাতীয় ও আন্তর্জাতিক ক্রীড়া দিবস। এ বছরের প্রতিপাদ্য হলো স্মার্ট বাংলাদেশ, স্মার্ট ক্রীড়াঙ্গন, শেখ হাসিনার দর্শন। যুব ও ক্রীড়া মন্ত্রণালয়।",1
3 pa but not selected.,0
"Although i told u dat i'm into baig face watches now but i really like e watch u gave cos it's fr u. Thanx 4 everything dat u've done today, i'm touched...",0
Gimme a few was  &lt;#&gt;  minutes ago,0
R we still meeting 4 dinner tonight?,0
আকাশ সংযোগে রিচার্জ করে দেখুন বাংলাদেশ বনাম নিউজিল্যান্ড-এর টেস্ট সিরিজের ম্যাচগুলো গাজী টিভি ও টি-স্পোর্টস এইচডি-তে,1
Then ü wait 4 me at bus stop aft ur lect lar. If i dun c ü then i go get my car then come back n pick ü.,0
Hahaha..use your brain dear,0
ITS A LAPTOP TAKE IT WITH YOU.,0
Omg you can make a wedding chapel in frontierville? Why do they get all the good stuff?,0
Ok lor. I ned 2 go toa payoh 4 a while 2 return smth u wan 2 send me there or wat?,0
Glad to see your reply.,0
How come it takes so little time for a child who is afraid of the dark to become a teenager who wants to stay out all night?,1
Surly ill give it to you:-) while coming to review.,0
"The last thing i ever wanted to do was hurt you. And i didn't think it would have. You'd laugh, be embarassed, delete the tag and keep going. But as far as i knew, it wasn't even up. The fact that you even felt like i would do it to hurt you shows you really don't know me at all. It was messy wednesday, but it wasn't bad. The problem i have with it is you HAVE the time to clean it, but you choose not to. You skype, you take pictures, you sleep, you want to go out. I don't mind a few things here and there, but when you don't make the bed, when you throw laundry on top of it, when i can't have a friend in the house because i'm embarassed that there's underwear and bras strewn on the bed, pillows on the floor, that's something else. You used to be good about at least making the bed.",0
And popping &lt;#&gt; ibuprofens was no help.,0
Cab is available.they pick up and drop at door steps.,0
Then we wait 4 u lor... No need 2 feel bad lar...,0
Lol they were mad at first but then they woke up and gave in.,0
ওপেলিয়ার সকল আউটলেটে চলছে ২০% ছাড়!!,1
"“বেশি বেশি মাছ চাষ করি, বেকারত্ব দূর করি”। ২৮-০৩ সেপ্টেম্বর ‘জাতীয় মৎস্য সপ্তাহ-২০২১’ -মৎস্য ও প্রাণি সম্পদ মন্ত্রণালয়।",0
As in i want custom officer discount oh.,0
বিকাশ টু ব্র্যাক ব্যাংক টাকা পাঠান হাজারে ৳১০ খরচে। tinyurl.com/bblbaf,1
Pls go there today  &lt;#&gt; . I dont want any excuses,0
"Short But Cute : "" Be a good person , but dont try to prove"" ..... Gud mrng...",0
"Well the general price is  &lt;#&gt; /oz, let me know if/when/how much you want",0
Sorry da thangam.it's my mistake.,0
মেয়ের জ্বর|,0
Ahhh. Work. I vaguely remember that! What does it feel like? Lol,0
S.this will increase the chance of winning.,0
Sorry completely forgot * will pop em round this week if your still here?,0
Hey... What time is your driving on fri? We go for evaluation on fri?,0
Ü predict wat time ü'll finish buying?,0
Ü only send me the contents page...,0
"১লা ডিসেম্বর থেকে শুরু হচ্ছে ১০০ দিনের বঙ্গবন্ধু শেখ মুজিব কুইজ। প্রতিদিন ১০০ জন করে মোট দশ হাজার বিজয়ী। জিতে নিন ল্যাপটপ, স্মার্টফোন এবং ইন্টারনেট ডাটা প্যাক। অংশ নিতে এখুনি ক্লিক করুন https://bit.ly/3pZsYkP",0
Sary just need Tim in the bollox &it hurt him a lot so he tol me!,0
December only! Had your mobile 11mths+? You are entitled to update to the latest colour camera mobile for Free! Call The Mobile Update VCo FREE on 08002986906 ,1
Have you heard about that job? I'm going to that wildlife talk again tonight if u want2come. Its that2worzels and a wizzle or whatever it is?! ,0
"Aight, text me tonight and we'll see what's up",0
XCLUSIVE@CLUBSAISAI 2MOROW 28/5 SOIREE SPECIALE ZOUK WITH NICHOLS FROM PARIS.FREE ROSES 2 ALL LADIES !!! info: 07946746291/07880867867 ,1
"ঈদ কেনাকাটা চলুক এবার ডায়মন্ড ওয়ার্ল্ডের সাথে, আমাদের যেকোনো শোরুমে উপভোগ করুন ২৫% ছাড় ও সাথে নিশ্চিত ক্যাশ ব্যাক। কলঃ ০১৭১৩১৯৯২৭০",1
"Yalru lyfu astne chikku.. Bt innu mundhe lyf ali halla ke bilo (marriage)program edhae, so lyf is nt yet ovr chikku..ali vargu lyfu meow meow:-D",0
"SYMPTOMS when U are in love: ""1.U like listening songs 2.U get stopped where u see the name of your beloved 3.U won't get angry when your",0
A £400 XMAS REWARD IS WAITING FOR YOU! Our computer has randomly picked you from our loyal mobile customers to receive a £400 reward. Just call 09066380611,1
"Honey, can you pls find out how much they sell Predicte in Nigeria. And how many times can it be used. Its very important to have a reply before monday",0
মাই রবি অ্যাপে সেরা ধামাকা অফার।২৫জিবি+৬০০মিঃ+২৭৳ ক্যাশব্যাক ৫৩০৳।ক্লিক cutt.ly/d530,1
"FREE GAME. Get Rayman Golf 4 FREE from the O2 Games Arcade. 1st get UR games settings. Reply POST, then save & activ8. Press 0 key for Arcade. Termsapply",1
Only saturday and sunday holiday so its very difficult:),0
R u meeting da ge at nite tmr?,0
Hmm .. Bits and pieces lol ... *sighs* ...,0
Ujhhhhhhh computer shipped out with address to sandiago and parantella lane. Wtf. Poop.,0
Another month. I need chocolate weed and alcohol.,0
HI DARLIN IM MISSIN U HOPE YOU ARE HAVING A GOOD TIME. WHEN ARE U BACK AND WHAT TIME IF U CAN GIVE ME A CALL AT HOME. JESS XX,0
"ঘরে বসে রোজার বাজার
ডিস্কাউন্টকোড:RD2
গিফটকোড:6W
T&C
chdl.co/z5e57e66|",1
Hey. You got any mail?,0
No da if you run that it activate the full version da.,0
ঘরে বসে ডেটা এন্ট্রি প্রজেক্টে কাজ করুন!,1
Bognor it is! Should be splendid at this time of year.,0
If you still havent collected the dough pls let me know so i can go to the place i sent it to get the control number,0
"Thank you so much. When we skyped wit kz and sura, we didnt get the pleasure of your company. Hope you are good. We've given you ultimatum oh! We are countin down to aburo. Enjoy!",0
"And that's fine, I got enough bud to last most of the night at least",0
Lol I would but despite these cramps I like being a girl.,0
I'm gonna rip out my uterus.,0
Quite ok but a bit ex... U better go eat smth now else i'll feel guilty...,0
Okie.. Thanx..,0
You have 1 new message. Please call 08715205273,1
Pureit RO ক্রয়ে ৩০০০ টাকা পর্যন্ত ছাড়! এছাড়াও থাকছে না কিনেই ১৫ দিনের ফ্রি ট্রায়াল অফার! কল করুন ১৬৬২৭ এ। শর্ত প্রযোজ্য**|,1
"Sorry da thangam, very very sorry i am held up with prasad.",0
I got your back! Do you have any dislikes in bed?,0
"১,২০০ টাকা রিচার্জে ৪০০ টাকা ইনস্ট্যান্ট ক্যাশব্যাক । *শর্ত প্রযোজ্য",1
Going thru a very different feeling.wavering decisions and coping up with the same is the same individual.time will heal everything i believe.,0
I have had two more letters from . I will copy them for you cos one has a message for you. Speak soon,0
7 at esplanade.. Do ü mind giving me a lift cos i got no car today..,0
"Not yet chikku..going to room nw, i'm in bus..",0
"No idea, I guess we'll work that out an hour after we're supposed to leave since as usual nobody has any interest in figuring shit out before the last second",0
I have no idea where you are,0
এয়ারটেলে আপনার জন্য সেরা সব অফার পেতে *4# বা *123*3# ডায়াল করুন আজই।|,1
Wat time r ü going to xin's hostel?,0
I'm still looking for a car to buy. And have not gone 4the driving test yet.,0
But i'm really really broke oh. No amount is too small even  &lt;#&gt; ,0
I'm fine. Hope you are good. Do take care.,0
I am going to film 2day da. At 6pm. Sorry da.,0
IMPORTANT INFORMATION 4 ORANGE USER 0796XXXXXX. TODAY IS UR LUCKY DAY!2 FIND OUT WHY LOG ONTO http://www.urawinner.com THERE'S A FANTASTIC PRIZEAWAITING YOU!,1
বাংলাদেশ-শ্রীলঙ্কার টেস্ট সিরিজের ম্যাচগুলো আপনার আকাশ সংযোগ রিচার্জ করে দেখুন গাজী টিভি ও টি-স্পোর্টস এইচডি-তে,1
I only haf msn. It's yijue@hotmail.com,0
We got a divorce. Lol. She.s here,0
Sry da..jst nw only i came to home..,0
"Nothing much, chillin at home. Any super bowl plan?",0
"গরমে আরাম করে পরতে পারবেন এমন কয়েকটি কিমোনো দেখে নিন এই পোস্টে। সাইজ এভেলেবল আছে। স্টক শেষ হওয়ার আগেই অর্ডার কনফার্ম করে ফেলুন। 

আমাদের শোরুম এর ঠিকানাঃ
পান্থপথ, স্কয়ার হাসপাতাল এর উল্টো দিকে, সুন্দরম প্লাজা, ২য় তলা,ঢাকা, বাংলাদেশ
শোরুম খোলা সপ্তাহে প্রতিদিন, সকাল ১১টা থেকে রাত ৮ টা পর্যন্ত।

অনলাইনে অর্ডারের ক্ষেত্রে স্ক্রিনশট নিয়ে পেইজে ইনবক্স করুন দিন বা রাতের যে কোনো সময়। আমাদের ম্যাসেজ রিপ্লাই টাইম সকাল ৯টা থেকে সন্ধ্যা ৬টা। Saturday- Thursday

#abayaandgown #kimono #koti #borkha #khimar #gown #kurti #hijab #modesty #comfortP",1
Dare i ask... Any luck with sorting out the car?,0
Whens your radio show?,0
Ü ready then call me...,0
"If you're still up, maybe leave the credit card so I can get gas when I get back like he told me to",0
"I can't keep going through this. It was never my intention to run you out, but if you choose to do that rather than keep the room clean so *I* don't have to say no to visitors, then maybe that's the best choice. Yes, I wanted you to be embarassed, so maybe you'd feel for once how I feel when i have a friend who wants to drop buy and i have to say no, as happened this morning. I've tried everything. I don't know what else to do.",0
A guy who gets used but is too dumb to realize it.,0
এগুলা যদি জানিতে পারে আমাদেরকে কি ভাববে ভেবে দেখ।|,0
"LOL .. *grins* .. I'm not babe, but thanks for thinking of me!",0
25p 4 alfie Moon's Children in need song on ur mob. Tell ur m8s. Txt Tone charity to 8007 for Nokias or Poly charity for polys: zed 08701417012 profit 2 charity.,1
Do you know when the result.,0
So what about you. What do you remember,0
There are many company. Tell me the language.,0
"Ugh y can't u just apologize, admit u were wrong and ask me to take u back?",0
"Hey babe, my friend had to cancel, still up for a visit ?",0
Where's my boytoy? I miss you ... What happened?,0
*213*2843# ডায়াল করে জানুন সেলস/মার্কেটিং চাকুরীর খবর ২.৬৭ টাকা/দিন,1
Don't fret. I'll buy the ovulation test strips and send them to you. You wont get them til like march. Can you send me your postal address.u'll be alright.Okay.,0
Yes see ya not on the dot,0
i dnt wnt to tlk wid u,0
"K, if u bored up just come to my home..",0
Am going to take bath ill place the key in window:-),0
See? I thought it all through,0
Lol no. I just need to cash in my nitros. Hurry come on before I crash out!,0
Have you not finished work yet or something?,0
"৪৭৭ মিনিট, ৩০ দিন। অফার পেতে ২৮৭ টাকা রিচার্জ/ডায়াল করুন করুন*১১১*২৮৭#",1
Oh wow thats gay. Will firmware update help,0
"I thought i'd get him a watch, just cos thats the kind of thing u get4an18th. And he loves so much!",0
We confirm eating at esplanade?,0
